"Year: All values"
"Gender: All values"
"Academic Discipline, Broad (standardized): All values"
"Level of Degree or Other Award: All values"
,,,"","Degrees/Awards Conferred (NCES population of institutions) (Sum)"
"2008","Male","Life Sciences","Bachelor's Degrees","58,511"
"2008","Male","Life Sciences","Associate's Degrees","12,209"
"2008","Male","Life Sciences","First Professional Certificates (Post-Degree)","440"
"2008","Male","Life Sciences","Post-Master's Certificates","405"
"2008","Male","Life Sciences","Post-Baccalaureate Certificates","557"
"2008","Male","Life Sciences","2 But Less Than 4 Year Certificates","172"
"2008","Male","Life Sciences","1 But Less Than 2 Year Certificates","753"
"2008","Male","Life Sciences","Less Than 1 Year Certificates","2,240"
"2008","Male","Psychology","Doctorate Degrees","1,087"
"2008","Male","Psychology","Doctorate Degree-Research/Scholarship","202"
"2008","Male","Psychology","Doctorate Degree-Professional Practice","31"
"2008","Male","Psychology","Doctorate Degree-Other","19"
"2008","Male","Psychology","Master's Degrees","3,920"
"2008","Male","Psychology","Bachelor's Degrees","21,307"
"2008","Male","Psychology","Associate's Degrees","554"
"2008","Male","Psychology","Post-Master's Certificates","84"
"2008","Male","Psychology","Post-Baccalaureate Certificates","34"
"2008","Male","Psychology","2 But Less Than 4 Year Certificates","5"
"2008","Male","Psychology","1 But Less Than 2 Year Certificates","5"
"2008","Male","Psychology","Less Than 1 Year Certificates","29"
"2008","Male","Social Sciences","Doctorate Degrees","1,700"
"2008","Male","Social Sciences","Doctorate Degree-Research/Scholarship","511"
"2008","Male","Social Sciences","Master's Degrees","14,368"
"2008","Male","Social Sciences","Bachelor's Degrees","72,423"
"2008","Male","Social Sciences","Associate's Degrees","2,797"
"2008","Male","Social Sciences","Post-Master's Certificates","240"
"2008","Male","Social Sciences","Post-Baccalaureate Certificates","487"
"2008","Male","Social Sciences","2 But Less Than 4 Year Certificates","14"
"2008","Male","Social Sciences","1 But Less Than 2 Year Certificates","201"
"2008","Male","Social Sciences","Less Than 1 Year Certificates","483"
"2008","Male","Science and Engineering Technologies","Doctorate Degrees","63"
"2008","Male","Science and Engineering Technologies","Doctorate Degree-Research/Scholarship","13"
"2008","Male","Science and Engineering Technologies","Master's Degrees","2,962"
"2008","Male","Science and Engineering Technologies","Bachelor's Degrees","17,287"
"2008","Male","Science and Engineering Technologies","Associate's Degrees","41,208"
"2008","Male","Science and Engineering Technologies","Post-Master's Certificates","75"
"2008","Male","Science and Engineering Technologies","Post-Baccalaureate Certificates","159"
"2008","Male","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","1,158"
"2008","Male","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","19,476"
"2008","Male","Science and Engineering Technologies","Less Than 1 Year Certificates","29,512"
"2008","Male","Interdisciplinary or Other Sciences","Doctorate Degrees","72"
"2008","Male","Interdisciplinary or Other Sciences","Doctorate Degree-Research/Scholarship","6"
"2008","Male","Interdisciplinary or Other Sciences","Master's Degrees","349"
"2008","Male","Interdisciplinary or Other Sciences","Bachelor's Degrees","1,585"
"2008","Male","Interdisciplinary or Other Sciences","Associate's Degrees","3,555"
"2008","Male","Interdisciplinary or Other Sciences","Post-Master's Certificates","3"
"2008","Male","Interdisciplinary or Other Sciences","Post-Baccalaureate Certificates","52"
"2008","Male","Interdisciplinary or Other Sciences","2 But Less Than 4 Year Certificates","2"
"2008","Male","Interdisciplinary or Other Sciences","1 But Less Than 2 Year Certificates","162"
"2008","Male","Interdisciplinary or Other Sciences","Less Than 1 Year Certificates","6"
"2008","Male","Humanities","Doctorate Degrees","1,242"
"2008","Male","Humanities","Doctorate Degree-Research/Scholarship","306"
"2008","Male","Humanities","Master's Degrees","5,580"
"2008","Male","Humanities","Bachelor's Degrees","47,954"
"2008","Male","Humanities","Associate's Degrees","942"
"2008","Male","Humanities","Post-Master's Certificates","180"
"2008","Male","Humanities","Post-Baccalaureate Certificates","46"
"2008","Male","Humanities","2 But Less Than 4 Year Certificates","1"
"2008","Male","Humanities","1 But Less Than 2 Year Certificates","148"
"2008","Male","Humanities","Less Than 1 Year Certificates","492"
"2008","Male","Religion and Theology","Doctorate Degrees","968"
"2008","Male","Religion and Theology","Doctorate Degree-Research/Scholarship","142"
"2008","Male","Religion and Theology","Doctorate Degree-Professional Practice","174"
"2008","Male","Religion and Theology","Doctorate Degree-Other","100"
"2008","Male","Religion and Theology","First Professional Degrees","2,702"
"2008","Male","Religion and Theology","Master's Degrees","5,525"
"2008","Male","Religion and Theology","Bachelor's Degrees","7,817"
"2008","Male","Religion and Theology","Associate's Degrees","355"
"2008","Male","Religion and Theology","First Professional Certificates (Post-Degree)","30"
"2008","Male","Religion and Theology","Post-Master's Certificates","371"
"2008","Male","Religion and Theology","Post-Baccalaureate Certificates","241"
"2008","Male","Religion and Theology","2 But Less Than 4 Year Certificates","32"
"2008","Male","Religion and Theology","1 But Less Than 2 Year Certificates","177"
"2008","Male","Religion and Theology","Less Than 1 Year Certificates","57"
"2008","Male","Arts and Music","Doctorate Degrees","561"
"2008","Male","Arts and Music","Doctorate Degree-Research/Scholarship","115"
"2008","Male","Arts and Music","Master's Degrees","6,058"
"2008","Male","Arts and Music","Bachelor's Degrees","33,240"
"2008","Male","Arts and Music","Associate's Degrees","6,837"
"2008","Male","Arts and Music","Post-Master's Certificates","98"
"2008","Male","Arts and Music","Post-Baccalaureate Certificates","184"
"2008","Male","Arts and Music","2 But Less Than 4 Year Certificates","459"
"2008","Male","Arts and Music","1 But Less Than 2 Year Certificates","2,052"
"2008","Male","Arts and Music","Less Than 1 Year Certificates","2,022"
"2008","Male","Architecture and Environmental Design","Doctorate Degrees","63"
"2008","Male","Architecture and Environmental Design","Doctorate Degree-Research/Scholarship","40"
"2008","Male","Architecture and Environmental Design","Master's Degrees","3,332"
"2008","Male","Architecture and Environmental Design","Bachelor's Degrees","5,653"
"2008","Male","Architecture and Environmental Design","Associate's Degrees","264"
"2008","Male","Architecture and Environmental Design","Post-Master's Certificates","10"
"2008","Male","Architecture and Environmental Design","Post-Baccalaureate Certificates","44"
"2008","Male","Architecture and Environmental Design","2 But Less Than 4 Year Certificates","8"
"2008","Male","Architecture and Environmental Design","1 But Less Than 2 Year Certificates","65"
"2008","Male","Architecture and Environmental Design","Less Than 1 Year Certificates","151"
"2008","Male","Education","Doctorate Degrees","2,275"
"2008","Male","Education","Doctorate Degree-Research/Scholarship","668"
"2008","Male","Education","Doctorate Degree-Professional Practice","35"
"2008","Male","Education","Master's Degrees","42,785"
"2008","Male","Education","Bachelor's Degrees","32,744"
"2008","Male","Education","Associate's Degrees","2,566"
"2008","Male","Education","Post-Master's Certificates","2,888"
"2008","Male","Education","Post-Baccalaureate Certificates","3,024"
"2008","Male","Education","2 But Less Than 4 Year Certificates","11"
"2008","Male","Education","1 But Less Than 2 Year Certificates","355"
"2008","Male","Education","Less Than 1 Year Certificates","580"
"2008","Male","Business and Management","Doctorate Degrees","963"
"2008","Male","Business and Management","Doctorate Degree-Research/Scholarship","348"
"2008","Male","Business and Management","Master's Degrees","87,204"
"2008","Male","Business and Management","Bachelor's Degrees","175,896"
"2008","Male","Business and Management","Associate's Degrees","37,933"
"2008","Male","Business and Management","Post-Master's Certificates","286"
"2008","Male","Business and Management","Post-Baccalaureate Certificates","1,367"
"2008","Male","Business and Management","2 But Less Than 4 Year Certificates","260"
"2008","Male","Business and Management","1 But Less Than 2 Year Certificates","4,910"
"2008","Male","Business and Management","Less Than 1 Year Certificates","13,059"
"2008","Male","Communication and Librarianship","Doctorate Degrees","180"
"2008","Male","Communication and Librarianship","Doctorate Degree-Research/Scholarship","47"
"2008","Male","Communication and Librarianship","Master's Degrees","3,729"
"2008","Male","Communication and Librarianship","Bachelor's Degrees","27,165"
"2008","Male","Communication and Librarianship","Associate's Degrees","1,299"
"2008","Male","Communication and Librarianship","Post-Master's Certificates","43"
"2008","Male","Communication and Librarianship","Post-Baccalaureate Certificates","88"
"2008","Male","Communication and Librarianship","2 But Less Than 4 Year Certificates","38"
"2008","Male","Communication and Librarianship","1 But Less Than 2 Year Certificates","266"
"2008","Male","Communication and Librarianship","Less Than 1 Year Certificates","258"
"2008","Male","Law","Doctorate Degrees","86"
"2008","Male","Law","Doctorate Degree-Research/Scholarship","17"
"2008","Male","Law","Doctorate Degree-Professional Practice","6,254"
"2008","Male","Law","First Professional Degrees","17,152"
"2008","Male","Law","Master's Degrees","2,419"
"2008","Male","Law","Bachelor's Degrees","841"
"2008","Male","Law","Associate's Degrees","82"
"2008","Male","Law","First Professional Certificates (Post-Degree)","100"
"2008","Male","Law","Post-Master's Certificates","136"
"2008","Male","Law","Post-Baccalaureate Certificates","50"
"2008","Male","Law","1 But Less Than 2 Year Certificates","10"
"2008","Male","Law","Less Than 1 Year Certificates","14"
"2008","Male","Social Service Professions","Doctorate Degrees","70"
"2008","Male","Social Service Professions","Doctorate Degree-Research/Scholarship","18"
"2008","Male","Social Service Professions","Master's Degrees","2,688"
"2008","Male","Social Service Professions","Bachelor's Degrees","2,053"
"2008","Male","Social Service Professions","Associate's Degrees","349"
"2008","Male","Social Service Professions","Post-Master's Certificates","7"
"2008","Male","Social Service Professions","Post-Baccalaureate Certificates","10"
"2008","Male","Social Service Professions","1 But Less Than 2 Year Certificates","33"
"2008","Male","Social Service Professions","Less Than 1 Year Certificates","40"
"2008","Male","Vocational Studies and Home Economics","Doctorate Degrees","112"
"2008","Male","Vocational Studies and Home Economics","Doctorate Degree-Research/Scholarship","30"
"2008","Male","Vocational Studies and Home Economics","Master's Degrees","3,355"
"2008","Male","Vocational Studies and Home Economics","Bachelor's Degrees","23,048"
"2008","Male","Vocational Studies and Home Economics","Associate's Degrees","23,504"
"2008","Male","Vocational Studies and Home Economics","Post-Master's Certificates","16"
"2008","Male","Vocational Studies and Home Economics","Post-Baccalaureate Certificates","150"
"2008","Male","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","107"
"2008","Male","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","5,317"
"2008","Male","Vocational Studies and Home Economics","Less Than 1 Year Certificates","17,454"
"2008","Male","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","174"
"2008","Male","Other Non-sciences or Unknown Disciplines","Doctorate Degree-Research/Scholarship","27"
"2008","Male","Other Non-sciences or Unknown Disciplines","Master's Degrees","4,758"
"2008","Male","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","35,428"
"2008","Male","Other Non-sciences or Unknown Disciplines","Associate's Degrees","124,942"
"2008","Male","Other Non-sciences or Unknown Disciplines","Post-Master's Certificates","81"
"2008","Male","Other Non-sciences or Unknown Disciplines","Post-Baccalaureate Certificates","297"
"2008","Male","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","3,189"
"2008","Male","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","33,104"
"2008","Male","Other Non-sciences or Unknown Disciplines","Less Than 1 Year Certificates","47,095"
"2009","Female","Engineering","Doctorate Degrees","952"
"2009","Female","Engineering","Doctorate Degree-Research/Scholarship","760"
"2009","Female","Engineering","Master's Degrees","8,239"
"2009","Female","Engineering","Bachelor's Degrees","12,750"
